Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Tuition_fees_up_to_date,Debtor,Scholarship_holder,Admission_grade,Age_at_enrollment,Gender,Status
0,0.0,0,0.0,0,0,0,128.0,20,1,Dropout
7,14.935714285714283,7,14.935714285714283,1,0,1,128.0,19,1,Graduate
2,10.5,4,10.0,1,0,0,107.2,19,1,Dropout
5,13.333333333333334,5,13.0,1,0,0,110.1,19,1,Graduate
0,0.0,0,0.0,1,1,0,119.0,23,1,Dropout
5,13.8,4,14.0,1,0,0,155.5,47,1,Dropout
6,11.833333333333334,4,10.75,1,0,0,118.4,19,1,Graduate
0,0.0,0,0.0,1,0,0,141.2,19,1,Graduate
0,0.0,0,0.0,1,0,0,119.1,18,1,Dropout
2,10.0,0,0.0,1,0,0,111.0,28,1,Dropout
4,11.5,3,11.666666666666666,1,0,0,138.6,20,1,Dropout
3,10.666666666666666,4,12.0,1,0,1,121.2,18,1,Enrolled
0,0.0,0,0.0,1,0,1,150.4,21,1,Graduate
4,12.75,2,13.0,1,0,0,117.8,19,1,Enrolled
0,0.0,0,0.0,0,1,0,102.5,24,1,Dropout
6,11.333333333333334,3,11.333333333333334,1,0,0,110.0,24,1,Enrolled
0,0.0,0,0.0,0,1,0,138.3,25,1,Enrolled
6,13.0,5,12.2,1,0,0,122.3,28,1,Graduate
4,10.75,3,11.333333333333334,1,0,0,127.8,37,1,Enrolled
5,12.0,2,10.5,1,0,0,100.0,19,1,Enrolled
7,13.462857142857144,8,13.90625,1,0,1,126.4,18,1,Graduate
3,10.0,1,10.0,1,0,0,100.0,48,1,Dropout
6,12.333333333333334,6,13.666666666666666,1,0,0,117.1,21,1,Graduate
6,12.528571428571428,6,12.416666666666666,1,0,1,124.7,19,1,Enrolled
0,0.0,0,0.0,1,0,1,124.1,21,1,Enrolled
0,0.0,0,0.0,0,1,0,129.4,23,1,Dropout
5,13.6,4,13.25,1,0,0,138.9,18,1,Graduate
6,12.333333333333334,2,14.0,1,0,0,138.6,22,1,Dropout
10,11.454545454545457,7,12.25,1,0,0,133.9,25,1,Dropout
8,13.5,5,14.4,1,1,0,140.0,27,1,Dropout
0,0.0,0,0.0,0,0,0,95.1,49,1,Dropout
2,11.0,0,0.0,0,0,0,128.2,31,1,Dropout
6,13.714285714285714,5,14.333333333333334,1,0,0,121.5,54,1,Dropout
21,12.363636363636363,12,12.25,0,1,0,120.0,25,1,Dropout
3,10.666666666666666,2,11.5,1,0,0,130.0,20,1,Enrolled
2,12.0,3,12.666666666666666,1,0,0,120.0,28,1,Dropout
7,12.857142857142858,6,13.166666666666666,1,0,0,107.0,41,1,Graduate
6,13.125,6,12.714285714285714,1,0,1,116.1,19,1,Enrolled
0,0.0,2,11.5,1,0,0,114.4,22,1,Dropout
2,13.5,0,0.0,1,0,0,157.7,34,1,Dropout
11,15.090909090909092,10,15.0,0,1,0,150.0,28,1,Dropout
5,12.4,5,11.8,1,0,0,114.3,42,1,Enrolled
5,14.0,4,14.8,0,0,0,104.6,21,1,Enrolled
2,13.5,1,13.0,1,0,0,140.0,50,1,Dropout
0,0.0,0,0.0,1,0,0,109.1,19,1,Dropout
4,12.65,3,10.666666666666666,1,0,0,120.6,18,1,Dropout
0,0.0,0,0.0,1,0,0,161.9,59,1,Dropout
0,0.0,0,0.0,0,0,0,140.0,33,1,Dropout
6,13.333333333333334,5,12.8,1,0,1,178.0,23,1,Graduate
3,11.333333333333334,5,11.142857142857142,1,0,0,138.3,44,1,Dropout
0,0.0,0,0.0,1,0,0,128.0,37,1,Dropout
0,0.0,0,0.0,1,0,0,139.0,36,1,Dropout
3,11.666666666666666,2,10.5,0,0,0,113.2,22,1,Dropout
6,12.166666666666666,6,14.428571428571429,1,0,0,139.0,49,1,Graduate
6,13.333333333333334,4,12.75,1,0,0,110.0,23,1,Graduate
5,11.4,3,11.0,1,0,0,136.6,19,1,Enrolled
6,12.142857142857142,0,0.0,1,0,0,161.1,47,1,Dropout
17,13.058823529411764,12,12.307692307692308,1,0,0,130.0,28,1,Graduate
4,11.75,4,10.5,1,0,0,140.0,21,1,Enrolled
5,11.833333333333334,5,10.0,0,1,0,121.0,21,1,Dropout
10,12.4,10,11.8,1,0,0,118.6,21,1,Graduate
6,13.428571428571429,4,11.5,1,0,0,138.3,20,1,Enrolled
0,0.0,0,0.0,0,0,0,115.8,49,1,Dropout
5,11.0,5,13.4,1,0,0,160.0,40,1,Graduate
6,13.625,6,14.428571428571429,1,0,1,114.5,22,1,Graduate
4,11.8,2,11.5,1,0,0,117.5,19,1,Enrolled
0,0.0,0,0.0,1,0,0,121.7,31,1,Dropout
2,15.0,2,13.5,1,0,0,115.0,30,1,Dropout
5,10.8,5,11.0,1,0,0,125.3,19,1,Graduate
3,13.666666666666666,3,11.333333333333334,1,0,0,131.0,22,1,Dropout
6,12.833333333333334,6,13.333333333333334,1,0,0,126.3,19,1,Graduate
0,0.0,0,0.0,0,0,0,127.1,21,1,Dropout
6,15.125,6,13.428571428571429,1,0,0,138.4,19,1,Graduate
0,0.0,1,10.0,1,0,0,100.0,22,1,Dropout
5,11.4,5,11.0,1,0,0,126.2,22,1,Graduate
4,12.25,6,11.0,1,0,0,118.8,19,1,Graduate
0,0.0,0,0.0,0,0,0,124.5,26,1,Dropout
3,14.0,1,14.0,1,0,0,140.0,23,1,Enrolled
6,12.333333333333334,5,10.8,1,0,0,125.1,18,1,Enrolled
5,10.666666666666666,2,11.0,1,1,1,118.8,22,1,Enrolled
5,11.833333333333334,5,14.714285714285714,1,0,0,125.2,19,1,Enrolled
0,0.0,0,0.0,1,0,0,95.0,20,1,Dropout
6,11.666666666666666,6,12.166666666666666,1,0,1,107.6,22,1,Enrolled
2,13.0,0,0.0,0,0,0,140.0,18,1,Dropout
0,0.0,0,0.0,1,0,0,125.4,39,1,Dropout
0,0.0,0,0.0,1,0,0,128.0,18,1,Dropout
5,13.0,5,14.2,1,0,1,129.3,18,1,Graduate
6,13.857142857142858,6,14.0,1,0,1,152.0,19,1,Graduate
6,13.391666666666666,8,12.4875,1,0,0,128.8,18,1,Graduate
4,12.75,0,0.0,1,0,1,152.8,18,1,Dropout
4,14.5,5,14.6,1,0,0,150.0,22,1,Graduate
6,12.166666666666666,6,12.166666666666666,1,0,0,112.0,19,1,Graduate
5,15.4,5,15.6,1,0,0,135.6,18,1,Dropout
2,13.333333333333334,2,16.0,0,1,0,134.4,31,1,Dropout
0,0.0,0,0.0,1,0,0,120.5,28,1,Dropout
0,0.0,0,0.0,1,0,0,141.4,19,1,Dropout
6,13.714285714285714,6,14.714285714285714,1,0,0,145.2,20,1,Graduate
4,12.25,0,0.0,1,0,0,140.0,50,1,Dropout
5,16.0,4,16.5,1,0,0,100.0,38,1,Enrolled
1,11.0,1,13.0,1,0,0,140.0,31,1,Dropout
7,14.085714285714284,7,14.085714285714284,1,0,0,126.0,27,1,Enrolled
6,10.166666666666666,6,10.5,1,0,0,112.6,21,1,Graduate
1,10.0,0,0.0,1,0,0,106.8,34,1,Dropout
0,0.0,1,10.0,1,0,0,121.6,19,1,Enrolled
2,10.5,3,10.666666666666666,0,0,0,120.0,40,1,Dropout
0,0.0,0,0.0,1,0,1,160.6,18,1,Graduate
0,0.0,0,0.0,0,1,1,130.0,46,1,Dropout
0,0.0,0,0.0,1,0,0,110.0,37,1,Dropout
0,0.0,0,0.0,1,0,0,110.0,31,1,Dropout
5,13.333333333333334,5,12.4,1,0,0,145.8,34,1,Graduate
0,0.0,0,0.0,1,0,1,130.2,18,1,Dropout
6,13.571428571428571,6,14.333333333333334,1,0,1,122.3,18,1,Graduate
6,12.833333333333334,6,11.166666666666666,1,0,1,125.4,19,1,Graduate
4,10.25,5,11.2,1,0,0,130.0,40,1,Dropout
0,0.0,0,0.0,1,0,0,150.0,25,1,Dropout
4,14.5,3,13.333333333333334,1,1,0,116.9,20,1,Dropout
5,15.8,5,13.714285714285714,1,0,0,114.7,20,1,Enrolled
0,0.0,0,0.0,0,0,0,95.8,43,1,Dropout
4,12.5,3,14.666666666666666,1,0,0,133.1,18,1,Enrolled
18,11.666666666666666,12,11.5,1,0,0,150.0,35,1,Graduate
4,13.0,5,13.0,1,0,0,118.5,23,1,Graduate
7,12.12142857142857,8,11.50625,1,0,0,131.1,19,1,Graduate
9,14.22222222222222,7,13.75,1,0,1,150.3,21,1,Graduate
4,12.5,4,13.25,1,0,0,120.5,19,1,Enrolled
5,12.166666666666666,5,15.285714285714286,1,0,0,105.6,20,1,Graduate
0,0.0,0,0.0,1,0,1,125.3,30,1,Dropout
6,12.666666666666666,6,11.5,1,0,0,131.0,44,1,Graduate
7,13.614285714285714,7,13.614285714285714,1,0,0,127.0,19,1,Graduate
12,12.857142857142858,10,14.3,1,0,0,150.0,22,1,Graduate
4,14.0,5,14.2,1,0,0,149.2,18,1,Graduate
4,14.75,5,11.8,1,0,1,121.5,21,1,Graduate
0,0.0,0,0.0,1,0,0,137.3,18,1,Dropout
6,13.625,6,14.285714285714286,1,0,0,119.6,18,1,Graduate
0,0.0,0,0.0,1,0,0,141.5,19,1,Graduate
4,11.8,4,11.875,1,0,0,150.0,21,1,Dropout
6,15.125,6,14.6,1,0,0,110.0,31,1,Graduate
4,11.5,2,10.5,1,0,0,110.2,21,1,Dropout
1,10.0,1,11.0,1,1,0,110.3,24,1,Enrolled
0,0.0,0,0.0,1,0,0,120.0,27,1,Dropout
3,10.333333333333334,5,12.8,1,0,0,114.2,20,1,Graduate
0,0.0,2,11.666666666666666,1,0,0,140.0,22,1,Enrolled
4,12.0,4,12.5,1,0,1,132.8,19,1,Enrolled
6,13.833333333333334,6,14.5,1,0,0,121.5,19,1,Graduate
13,12.153846153846152,11,11.909090909090908,1,1,0,127.2,23,1,Enrolled
6,14.0,6,13.666666666666666,1,0,0,128.2,18,1,Graduate
6,16.5,5,13.8,0,0,0,133.4,29,1,Enrolled
1,18.0,3,13.333333333333334,1,0,0,120.0,29,1,Dropout
6,11.285714285714286,5,11.77777777777778,1,0,0,140.0,20,1,Enrolled
0,0.0,0,0.0,1,0,1,136.9,19,1,Graduate
0,0.0,0,0.0,1,0,0,117.0,22,1,Enrolled
5,14.0,6,12.0,1,0,0,110.7,20,1,Enrolled
4,13.75,3,12.0,1,0,0,160.0,24,1,Enrolled
4,13.25,5,11.0,0,0,0,95.0,21,1,Dropout
4,14.25,4,14.75,1,0,1,148.8,25,1,Graduate
0,0.0,0,0.0,0,0,0,110.0,32,1,Dropout
8,11.25,3,11.333333333333334,0,0,0,133.9,26,1,Dropout
6,13.5,6,12.5,1,0,1,125.7,18,1,Graduate
5,12.666666666666666,6,12.857142857142858,1,0,1,116.6,19,1,Graduate
6,15.166666666666666,6,12.333333333333334,1,0,1,141.0,19,1,Graduate
6,13.166666666666666,5,15.142857142857142,1,0,0,130.0,27,1,Dropout
10,11.8,9,11.444444444444445,1,1,0,130.0,21,1,Enrolled
4,11.5,0,0.0,1,0,0,115.8,20,1,Enrolled
6,14.5,6,11.333333333333334,1,0,0,140.0,21,1,Graduate
5,13.4,3,10.666666666666666,1,0,0,126.1,22,1,Enrolled
0,0.0,0,0.0,0,1,0,137.5,19,1,Graduate
4,10.8,2,12.5,1,0,1,120.8,18,1,Dropout
0,0.0,0,0.0,1,0,0,136.5,28,1,Dropout
6,11.428571428571429,4,12.0,0,1,0,122.0,25,1,Dropout
8,12.5,10,11.6,1,0,0,130.0,25,1,Dropout
2,13.5,3,12.333333333333334,1,0,0,126.3,18,1,Enrolled
0,0.0,0,0.0,1,0,0,98.0,26,1,Dropout
5,12.75,5,11.5,1,0,1,121.0,18,1,Graduate
3,11.333333333333334,3,12.333333333333334,1,0,0,124.2,22,1,Enrolled
0,0.0,0,0.0,1,0,0,130.0,25,1,Dropout
5,11.4,5,12.4,1,0,0,136.1,19,1,Enrolled
6,14.428571428571429,6,14.571428571428571,1,0,0,132.8,19,1,Graduate
7,12.492857142857144,8,11.7125,1,0,0,126.3,19,1,Graduate
4,11.5,4,11.0,1,0,0,111.5,45,1,Dropout
5,11.2,5,12.8,1,0,0,118.2,52,1,Graduate
3,12.0,3,11.0,0,0,0,115.6,20,1,Dropout
7,15.885714285714286,7,15.885714285714286,1,0,0,117.8,19,1,Graduate
4,12.94,4,11.58,0,1,0,127.0,21,1,Dropout
6,14.0,6,14.166666666666666,0,0,0,140.0,35,1,Graduate
0,0.0,0,0.0,1,0,0,106.0,36,1,Graduate
0,0.0,0,0.0,0,1,0,151.0,47,1,Dropout
0,0.0,0,0.0,1,0,0,106.4,22,1,Dropout
4,11.25,3,11.0,1,0,0,125.3,41,1,Dropout
0,0.0,0,0.0,1,0,0,130.0,26,1,Dropout
4,11.25,0,0.0,0,0,0,116.0,51,0,Dropout
3,10.666666666666666,4,12.5,1,0,0,120.0,43,0,Enrolled
5,11.8,3,10.666666666666666,1,0,0,100.0,41,0,Graduate
8,11.625,10,11.181818181818182,1,0,0,118.5,23,1,Graduate
0,0.0,0,0.0,1,0,0,118.9,22,1,Dropout
4,10.25,4,11.25,1,0,1,119.3,25,1,Dropout
15,10.8,14,11.357142857142858,1,0,0,135.8,25,1,Graduate
11,12.545454545454543,11,12.666666666666666,0,0,1,130.0,22,1,Graduate
7,13.571428571428571,5,13.4,1,0,0,129.8,24,1,Enrolled
0,0.0,0,0.0,1,0,0,150.0,47,1,Dropout
0,0.0,0,0.0,1,0,0,111.9,41,1,Dropout
6,14.77777777777778,5,12.2,1,0,0,150.1,43,1,Graduate
0,0.0,0,0.0,1,0,0,130.0,29,1,Dropout
0,0.0,0,0.0,1,0,0,128.0,30,1,Dropout
0,0.0,0,0.0,0,0,0,102.5,26,1,Dropout
0,0.0,0,0.0,0,0,0,102.5,27,1,Dropout
5,11.4,5,11.6,1,0,1,110.0,36,1,Graduate
6,11.666666666666666,6,10.857142857142858,1,0,0,114.0,29,1,Dropout
7,11.285714285714286,5,13.0,1,0,0,128.2,35,1,Dropout
4,11.5,5,12.6,1,0,1,116.5,18,1,Graduate
5,16.0,5,16.0,1,0,1,149.3,24,1,Graduate
6,12.5,6,12.666666666666666,1,0,1,134.1,18,1,Dropout
4,12.0,3,13.0,1,0,0,126.6,18,1,Enrolled
0,0.0,3,11.666666666666666,1,0,0,120.0,21,1,Enrolled
5,13.0,5,12.6,1,0,0,133.5,21,1,Graduate
13,13.714285714285714,12,12.083333333333334,1,0,0,110.0,32,1,Graduate
3,12.333333333333334,3,12.5,1,0,1,107.5,22,1,Dropout
11,12.727272727272728,10,12.7,0,0,0,130.0,32,1,Dropout
1,14.0,0,0.0,1,0,0,111.6,35,1,Dropout
0,0.0,0,0.0,0,0,0,101.0,23,1,Dropout
5,11.4,3,11.0,1,0,0,108.3,39,1,Enrolled
0,0.0,1,10.0,1,0,0,128.2,35,1,Dropout
6,18.875,12,17.692307692307693,1,0,0,150.0,32,1,Graduate
0,0.0,0,0.0,1,0,0,142.8,20,1,Dropout
6,11.333333333333334,4,12.6,1,0,0,100.0,34,1,Enrolled
7,13.5,5,16.2,1,0,0,150.0,44,1,Dropout
2,15.0,3,10.0,1,0,0,156.5,53,1,Graduate
0,0.0,0,0.0,0,1,0,98.6,28,1,Dropout
9,14.22222222222222,5,12.8,1,0,0,130.0,31,1,Dropout
0,0.0,0,0.0,0,1,0,118.1,18,1,Enrolled
4,12.0,0,0.0,0,1,0,120.0,44,1,Dropout
5,12.6,4,12.0,1,0,0,127.7,19,1,Graduate
12,15.083333333333334,11,13.083333333333334,1,0,0,130.0,21,1,Enrolled
0,0.0,0,0.0,1,0,1,147.7,18,1,Dropout
6,14.5,6,15.3,1,0,0,170.0,20,1,Graduate
6,14.5,6,13.5,1,0,0,110.2,55,1,Graduate
3,10.0,1,13.0,1,0,0,146.4,27,1,Enrolled
0,0.0,0,0.0,1,0,0,121.0,19,1,Dropout
5,11.6,5,13.2,1,0,0,129.9,18,1,Graduate
4,11.75,0,0.0,1,0,0,132.0,43,1,Dropout
0,0.0,0,0.0,1,0,0,125.9,18,1,Dropout
0,0.0,0,0.0,1,0,0,165.7,18,1,Dropout
0,0.0,0,0.0,1,1,1,122.7,20,1,Dropout
4,11.25,4,11.8,0,1,0,141.4,29,1,Dropout
5,11.571428571428571,0,0.0,1,1,0,156.4,44,1,Dropout
4,10.0,1,16.0,1,0,0,148.5,18,1,Enrolled
5,13.833333333333334,6,12.3,1,0,1,140.0,20,1,Enrolled
4,12.75,3,12.666666666666666,1,0,0,131.7,20,1,Dropout
0,0.0,0,0.0,1,0,0,104.7,36,1,Dropout
5,11.6,2,11.0,1,0,0,150.0,19,1,Enrolled
0,0.0,0,0.0,0,0,0,110.0,29,1,Dropout
4,11.25,3,10.333333333333334,1,0,0,129.1,18,1,Dropout
0,0.0,0,0.0,0,0,0,120.0,24,1,Dropout
6,14.333333333333334,6,15.0,1,0,0,127.0,20,1,Graduate
0,0.0,0,0.0,0,1,0,151.5,45,1,Dropout
20,13.5,20,13.5,1,0,1,126.8,28,1,Graduate
6,12.666666666666666,5,12.2,1,0,0,140.8,23,1,Enrolled
7,12.444285714285714,7,11.347142857142858,1,0,0,125.6,18,1,Graduate
3,10.666666666666666,3,11.333333333333334,1,0,0,127.8,23,1,Dropout
0,0.0,0,0.0,1,0,0,120.0,22,1,Enrolled
6,12.666666666666666,5,12.4,1,0,1,131.3,22,1,Graduate
5,13.2,5,14.833333333333334,1,0,0,155.7,33,1,Graduate
10,12.7,11,12.181818181818182,1,0,0,128.5,21,1,Graduate
5,14.833333333333334,5,14.8,1,0,0,170.0,45,1,Graduate
4,11.5,1,12.0,0,0,0,100.0,44,1,Dropout
0,0.0,0,0.0,1,0,0,107.2,42,1,Dropout
0,0.0,0,0.0,1,0,0,139.3,20,1,Dropout
3,12.666666666666666,2,12.5,1,0,0,123.2,20,1,Enrolled
6,14.714285714285714,6,12.5,1,0,1,122.3,20,1,Graduate
3,13.666666666666666,4,10.25,1,0,0,127.9,20,1,Enrolled
5,10.8,2,13.5,1,0,0,120.3,19,1,Enrolled
4,10.5,7,10.428571428571429,0,1,0,128.5,26,1,Dropout
6,15.0,5,12.5,1,0,0,150.0,31,1,Graduate
6,12.666666666666666,6,14.0,1,1,1,136.1,19,1,Graduate
6,13.166666666666666,6,13.666666666666666,1,0,0,128.0,28,1,Graduate
0,0.0,0,0.0,1,0,1,158.1,20,1,Graduate
6,13.0,6,12.5,1,0,0,108.7,43,0,Graduate
0,0.0,0,0.0,1,0,1,110.0,25,1,Dropout
2,10.0,1,15.0,1,1,0,120.0,40,0,Dropout
6,13.333333333333334,5,13.375,1,0,0,150.0,20,0,Graduate
3,12.333333333333334,6,13.333333333333334,1,0,0,113.0,46,0,Graduate
20,13.181818181818182,14,11.642857142857142,1,0,0,118.6,26,0,Graduate
6,12.513333333333334,7,13.071428571428571,1,0,1,148.8,34,0,Graduate
0,0.0,0,0.0,1,0,0,120.3,19,0,Dropout
7,13.585714285714284,7,13.585714285714284,1,0,1,127.0,18,0,Graduate
7,11.155555555555557,8,11.425,1,0,0,113.8,18,0,Graduate
6,11.857142857142858,5,12.0,1,0,1,108.0,37,1,Graduate
0,0.0,0,0.0,1,0,1,129.1,23,1,Graduate
14,14.0,13,13.615384615384617,1,0,0,135.9,26,1,Graduate
5,12.0,0,0.0,0,0,0,154.4,18,0,Dropout
4,11.575,5,12.419999999999998,1,0,0,190.0,18,0,Enrolled
7,13.198571428571428,8,13.0625,1,0,0,132.5,19,0,Graduate
6,13.5,6,12.0,1,0,0,163.3,18,0,Graduate
6,13.333333333333334,5,12.8,1,0,0,122.5,19,0,Dropout
4,14.25,1,10.0,1,0,0,121.0,20,1,Enrolled
6,12.166666666666666,4,12.0,1,0,1,131.8,22,0,Graduate
7,12.214285714285714,7,12.214285714285714,1,0,1,135.0,18,0,Graduate
6,12.666666666666666,6,13.0,1,0,1,141.7,18,0,Graduate
6,12.285714285714286,6,13.5,1,0,1,131.3,18,0,Graduate
6,13.0,6,13.0,1,0,1,123.9,18,0,Graduate
6,12.142857142857142,6,11.166666666666666,1,0,0,126.1,18,0,Graduate
7,13.875714285714285,7,13.085714285714284,1,0,1,126.5,19,0,Graduate
0,0.0,0,0.0,1,0,0,107.3,20,0,Dropout
6,11.666666666666666,0,0.0,1,0,1,95.0,19,0,Dropout
6,13.153846153846152,3,11.0,1,0,0,116.1,18,0,Graduate
6,14.5,6,12.833333333333334,1,0,1,134.6,18,0,Dropout
7,14.44142857142857,8,13.65625,1,0,1,128.0,18,0,Graduate
6,15.166666666666666,6,14.285714285714286,1,0,0,144.2,18,0,Graduate
5,11.6,4,12.625,1,0,1,129.5,18,0,Graduate
6,11.666666666666666,6,12.333333333333334,1,1,0,116.8,18,0,Graduate
6,12.625,6,13.2,1,0,1,160.0,20,0,Graduate
3,12.666666666666666,6,11.0,1,0,1,127.1,19,0,Graduate
6,12.833333333333334,6,13.0,1,0,1,126.3,18,0,Enrolled
6,11.857142857142858,6,13.142857142857142,1,0,1,112.9,19,0,Graduate
5,11.4,4,10.75,1,0,0,130.2,19,0,Enrolled
5,14.857142857142858,5,15.142857142857142,1,0,0,100.0,19,0,Enrolled
6,14.714285714285714,6,15.833333333333334,1,0,0,121.6,19,0,Graduate
6,13.5,5,13.0,1,1,0,130.0,20,0,Graduate
4,11.5,5,12.4,1,0,1,121.7,18,0,Graduate
2,14.0,0,0.0,1,0,0,120.0,33,0,Dropout
6,12.833333333333334,0,0.0,1,0,1,143.5,19,0,Dropout
7,13.428571428571429,8,14.75,1,0,1,128.3,18,0,Graduate
0,0.0,0,0.0,1,0,0,111.9,19,0,Dropout
3,11.666666666666666,4,11.5,1,0,0,140.0,19,0,Enrolled
6,16.0,6,14.333333333333334,1,0,0,137.6,18,0,Graduate
6,13.833333333333334,6,11.833333333333334,1,0,0,135.0,20,0,Graduate
8,13.2325,8,13.2325,1,0,0,133.8,19,0,Graduate
6,14.0,6,14.166666666666666,1,0,1,126.9,18,1,Graduate
2,10.0,0,0.0,1,1,1,106.7,19,1,Dropout
15,13.333333333333334,11,12.272727272727272,1,0,0,145.7,25,0,Graduate
6,12.5,6,14.333333333333334,1,0,1,153.1,20,0,Enrolled
6,12.5,6,11.5,1,0,0,118.7,19,0,Graduate
2,10.5,0,0.0,1,1,0,161.8,33,1,Dropout
3,10.666666666666666,3,11.333333333333334,1,1,0,124.9,18,1,Enrolled
4,10.5,2,10.5,1,0,0,150.8,18,1,Enrolled
4,12.0,5,11.4,1,0,0,130.0,19,0,Graduate
0,0.0,0,0.0,1,0,0,163.6,18,0,Enrolled
5,11.5,2,10.666666666666666,1,0,0,115.0,19,0,Enrolled
6,14.0,6,13.5,1,0,0,136.8,18,0,Dropout
6,13.5,5,12.6,1,0,0,130.9,18,0,Graduate
8,13.07375,8,13.07375,1,0,0,127.0,18,0,Graduate
2,10.75,0,0.0,1,0,0,120.0,37,0,Dropout
1,12.0,0,0.0,1,0,0,126.0,20,0,Enrolled
6,14.0,6,13.333333333333334,1,0,1,153.8,20,0,Graduate
6,12.333333333333334,6,13.428571428571429,1,0,0,140.0,21,1,Graduate
7,13.464285714285714,8,14.788888888888888,1,0,1,136.6,18,0,Graduate
3,10.666666666666666,5,11.2,1,0,0,105.0,26,0,Enrolled
5,11.6,5,12.2,1,1,0,139.4,41,0,Enrolled
6,13.666666666666666,6,14.666666666666666,1,0,1,140.0,18,0,Graduate
8,14.4025,8,14.4025,1,1,0,130.8,18,0,Graduate
7,15.46875,8,16.3875,1,0,0,138.8,31,0,Graduate
6,12.625,6,14.166666666666666,1,1,0,110.0,23,0,Graduate
6,14.983333333333334,6,14.983333333333334,1,0,0,127.8,19,0,Graduate
6,15.0,6,13.0,1,0,1,134.2,20,0,Graduate
9,15.88888888888889,7,14.142857142857142,1,0,0,143.0,40,0,Graduate
4,11.5,3,11.0,1,1,0,120.0,32,0,Dropout
2,10.5,1,10.0,1,0,0,113.2,24,0,Dropout
6,13.983333333333334,6,13.983333333333334,1,0,0,135.8,18,0,Graduate
6,13.0,6,12.833333333333334,1,0,0,143.5,18,0,Graduate
6,13.666666666666666,6,13.0,1,0,1,148.9,18,0,Graduate
0,0.0,0,0.0,0,0,0,115.6,27,0,Dropout
5,14.4,5,15.4,1,0,0,159.3,18,0,Graduate
4,12.0,4,11.25,1,0,0,138.5,26,0,Enrolled
6,14.166666666666666,6,13.666666666666666,1,0,0,133.2,19,0,Graduate
5,12.2,6,12.0,1,0,0,117.6,19,0,Graduate
3,12.0,3,12.666666666666666,1,0,0,108.7,21,0,Enrolled
2,10.5,1,11.0,1,0,0,106.0,24,0,Enrolled
3,12.333333333333334,2,10.5,1,0,0,122.6,20,0,Dropout
5,12.2,5,12.2,1,0,0,127.4,18,0,Enrolled
0,0.0,0,0.0,1,0,0,100.0,30,0,Dropout
6,11.5,6,13.166666666666666,0,1,0,95.0,22,0,Enrolled
9,10.88888888888889,10,11.615384615384617,1,0,0,130.0,21,0,Graduate
6,12.166666666666666,8,11.675,1,0,0,122.8,26,0,Dropout
2,10.0,1,12.0,1,0,0,115.0,23,0,Enrolled
6,12.666666666666666,6,12.166666666666666,1,0,1,145.9,18,0,Graduate
5,11.4,5,12.2,1,1,0,143.0,21,0,Dropout
0,0.0,0,0.0,1,0,1,100.0,18,0,Dropout
2,13.0,4,12.0,1,0,0,121.3,21,0,Enrolled
5,13.4,5,12.0,1,0,0,121.2,18,0,Enrolled
6,13.5,5,12.8,1,0,1,125.1,19,0,Dropout
4,12.25,3,11.333333333333334,1,0,0,112.9,22,0,Enrolled
6,12.285714285714286,6,12.833333333333334,1,0,0,120.8,19,0,Graduate
0,0.0,0,0.0,0,0,0,114.0,19,0,Dropout
2,10.5,1,13.0,1,0,0,132.1,19,0,Dropout
3,14.0,5,12.0,1,0,0,160.0,27,0,Graduate
5,14.2,5,12.2,1,0,0,134.0,22,0,Graduate
5,13.0,6,13.142857142857142,1,0,0,124.2,18,0,Dropout
6,11.0,4,12.75,1,0,0,115.6,20,0,Graduate
3,11.0,2,10.0,1,0,0,128.2,34,0,Dropout
6,12.385714285714286,8,13.755555555555556,1,0,0,132.8,18,0,Graduate
4,14.75,4,12.25,1,0,0,123.1,20,1,Graduate
5,16.166666666666668,5,15.833333333333334,1,0,0,125.6,20,0,Graduate
0,0.0,0,0.0,1,0,0,115.0,25,1,Dropout
5,12.4,3,13.0,1,0,0,123.6,18,1,Dropout
5,11.6,4,13.0,0,0,0,141.7,18,1,Dropout
5,12.2,0,0.0,1,0,1,139.0,18,0,Dropout
5,11.0,5,12.8,1,0,1,118.0,19,0,Graduate
6,12.333333333333334,5,12.4,1,0,1,142.0,19,0,Dropout
6,14.833333333333334,6,12.571428571428571,1,0,1,143.4,21,0,Graduate
9,11.555555555555555,10,11.9,1,0,0,115.9,29,0,Enrolled
6,12.0,6,11.833333333333334,1,0,1,105.1,20,0,Graduate
11,12.727272727272728,10,12.6,1,1,1,138.0,21,0,Graduate
2,10.5,1,11.0,1,0,0,114.7,34,0,Dropout
6,12.333333333333334,6,12.0,1,0,0,130.5,20,0,Graduate
0,0.0,1,12.0,1,0,0,134.3,24,1,Dropout
7,14.842857142857143,8,14.38888888888889,1,0,0,137.5,18,1,Graduate
7,12.2,7,12.2,1,0,0,125.3,19,1,Enrolled
4,10.8,4,11.75,1,0,1,111.3,18,1,Enrolled
4,12.75,5,14.333333333333334,1,0,0,144.8,28,1,Enrolled
2,11.0,1,12.0,1,0,0,152.1,28,1,Dropout
4,10.75,0,0.0,1,0,0,126.1,20,1,Dropout
8,12.55375,8,12.55375,1,0,0,136.0,22,1,Graduate
7,12.665714285714284,7,12.665714285714284,1,0,0,124.3,19,1,Graduate
